"linea_csv","codigo","descripcion","departamento","existencia","precio_1","moneda","iva","unidad","tipo_origen","conflictos","recomendacion"
"5646","12546011440","CHICLE TRIDENT BUBBLEGUM DE 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.545,34","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5647","12546011471","CHICLE TRIDENT  DE CANELA DE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","1.757,49","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5648","12546011495","CHICLE TRIDENT MINT BLISS DE 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5","1.977,18","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5649","12546011563","CHICLE TRIDENT MINTY TWIST DE 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","1.977,18","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5650","12546011587","CHICLE TRIDENT DE PIÑA DE 1.9 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","1.757,49","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5651","12546011600","CHICLE TRIDENT DE FRESA DE 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-3","1.757,49","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5652","12546011624","CHICLE TRIDENT WINTERGREEN DE 1.9 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","1.757,49","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5653","130","DOS CAMPESINOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","495","Bs.","EXENTO","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5654","13409128459","SALSA BBQ SWEET BABY DE 1.13 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","9.878,33","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5655","13409451328","SALSA BBQ SWEET BABY RAYS 1.13 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","9.878,33","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5656","136","LECHE GUARALACT DE 1800 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,02","Bs.","EXENTO","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5657","1373501","SALSA DE TOMATE HEINZ DE 1.25 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.386,16","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5658","139","COMBO DE 8 MINI BOMBAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1311","1.515,08","USD $","IVA1","UNI","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5659","13964656718","PAPEL ALUMINO MASTER FOIL 8 CM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5660","18741010028","CEPILLO DE BARRER DALIA GRANDE PALMA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","12","4.552,82","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5661","18804002397","CHICLE CANELS DE 8.1 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","280,29","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5662","18804700927","CARAMELOS MASTICABLES FRUTAS  TUENI 14 GR,","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","151,51","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5663","190","PANETONE DE CHOCOLATE PEQUEÑOS 100 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-144","1.893,85","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5664","1922101","CARAMELOS SALVAVIDAS DE 32 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","1.575,68","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5665","200","CANICAS BOLICHITOS X UND","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","68,18","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5666","202","CUCHILLOS PLASTICO JUMBO 20 UND","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,02","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5667","203","HIELO EN BOLSA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-247","1.515,08","USD $","EXENTO","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5668","204","PAPEL HIGIENICO HORECA 2 ROLLOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,02","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5669","205","PAPELON EN PANELA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","442","1.045,41","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5670","206","PILAS WINPOWA 3V","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-5","757,54","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5671","207","PIMIENTA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,01","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5672","208","VELAS DE CUMPLEAÑOS EXPLOSIVAS DE 6 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","7.575,41","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5673","209","VELAS  PEQUEÑA BLANCAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-88","121,21","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5674","210","VELAS DE PASTILLAJE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","19","1.515,08","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5675","21000061778","QUESO CREMA KRAFT DE 226 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","4.280,10","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5676","21000604647","FACILISTA AMERICANAS DE 340 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","11","8.060,23","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5677","21000615261","QUESO FUNDIDO KRATF DE 453 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-5","6.219,41","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5678","211","VELAS MINI NUMEROS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","38","757,54","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5679","212","CUBITO MAGGI POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-256","196,96","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5680","213","VELAS DE MUÑECOS VARIADOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","7","1.515,08","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5681","216","GALLETAS SORBETICO POR PAQUETE DE 4 UNDS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","999,95","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5682","217","CANELA EN POLVO SOBRESITO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5683","218","SALSA PARA PASTA SOBRESITO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5684","219","AGUA BOTELLON  DE 20 LTS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,01","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5685","220","TORONTO POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1016","719,66","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5686","22000002785","CHICLE HUBA HUBA TANGY TROPICAL DE 57 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.363,53","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5687","22000014634","GOMITAS SALVAVIDAS COLLISIONS DE 119 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.295,30","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5688","22000014641","GOMITAS SALVAVIDAS  SHARE SIZE DE 119 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-3","3.916,48","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5689","22000016935","CHICLE HUBA HUBA SOUR DE 57 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.363,53","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5690","22000018465","SKITTLES ORIGINAL 61.50 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.628,71","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5691","22000018489","SKITTLES WILD BERRY DE 61.50 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.628,71","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5692","22000116024","CHICLE FIVE PATILLA DE 15 STICS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.098,39","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5693","22000285263","LIFESAVERS GUMMIES DE 93 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.939,21","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5694","2206705","CHICLE HUBBA BUBBA FRESA SANDIA DE 8 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.015,06","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5695","221","ANIS ESTRELLADO SOBRECITO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5696","22110079806","HUBBA BUBBA DE 57 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","6","2.855,93","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5697","222","ESENCIA DE VAINILLA GALON","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","13","33.551,47","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5698","22200940214","DESODORANTE SPEDD STICK DE 51 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","3.022,59","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5699","22200962995","DESODORANTE LADY SPEDD STICK SHOWER FRESH DE 40 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-2","2.408,98","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5700","22200963435","DESODORANTE LADY SPEED STICK WILD FRESA 40 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","2.408,98","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5701","2227009","CHICLE HUBBA BUBBA MAX ORIGINAL DE 8 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","9","1.992,33","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5702","223","TABACOS DON EDUARDO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","363,62","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5703","224","TABACOS MANZANARES  JUAN CABRERA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","363,62","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5704","2243405","CARAMELOS SALVAVIDAS DE 32 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","12","1.878,70","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5705","225","VELAS GRANDE BLANCAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-67","310,59","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5706","226","GOMITAS GLAMY CANDY 7 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5707","227","PINTA LENGUA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5708","228","BOLSAS PLASTICAS  PEQUEÑAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-3","15,15","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5709","2289106","CHICLE EXTRA PEPPERMINT DE 15 STICKS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","1.659,01","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5710","2289902","CHICLE EXTRA SPEARMINT VERDE DE 6 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","1.659,01","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5711","229","GOMITAS SPLOCT ESPANTA OJOS 3 G","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5712","230","MANTEQUILLA DETALLADA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,04","Bs.","IVA1","KG","Producto","","apto_con_mapeo"
"5713","231","CHICLE BUZZY VARIADO POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-4059","45,45","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5714","23114241695","COLORANTE EN GEL ROYAL BLUE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","3.060,46","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5715","23114241749","COLORANTE EN GEL FUCHSIA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","2.765,02","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5716","23114241794","COLORANTE EN GEL SUNSET ORANGE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","3.060,46","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5717","23114241800","COLORANTE EN GEL DEEP PINK","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","3.060,46","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5718","23114241862","COLORANTE EN GEL RED RED","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","3.060,46","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5719","23114241893","COLORANTE EN GEL VIOLET","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","2.765,02","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5720","23114241916","COLORANTE EN GEL YELLOW","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","2.765,02","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5721","23114503694","COLORANTE EN GEL ORANGE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","2.765,02","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5722","23114503717","COLORANTE EN GEL NEON BRITEPURPLE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","3.060,46","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5723","23114503724","COLORANTE EN GEL NEON BRITE YELLOW","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","3.060,46","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5724","23114503731","COLORANTE EN GEL NEON BRITE GREEN","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","3.060,46","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5725","23114507951","COLORANTE EN GEL PURPLE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","2.765,02","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5726","23114507968","COLORANTE EN GEL TURQUOISE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","3.060,46","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5727","232","BOLSA DE ASA DE 3 KILOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","8000","14.014,50","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5728","233","GALLETAS CLUB SOCIAL POR PAQUETE DE 6 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.075,71","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5729","234","GALLETAS OREO POR PAQUETE DE 6 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.439,33","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5730","235","GALLETAS OREO DE FRESA POR PAQUETE DE 6 UNDS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.439,33","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5731","236","TABACOS CORONA DE 50 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","18","363,62","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5732","237","BOLSA DE ASA DE 20 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1000","36.248,32","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5733","238","LECHE LACTEOS BARINAS DE 1.8 LTS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,01","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5734","239","SERVILLETAS PAVECA  DE MESA 300 HOJAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,04","Bs.","EXENTO","UNI","Producto","","apto_con_mapeo"
"5735","240","VELAS  EXPLOSIVAS PAQUETE DE 4 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.954,36","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5736","24000013150","GUISANTES DEL MONTE DE 241GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.893,85","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5737","24000013204","GUISANTE CON ZANAHORIA DEL MONTE DE 241 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","3.628,62","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5738","24000014409","MAIZ DULCE DORADO ENTERO DEL MONTE DE 248 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.181,72","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5739","24000014416","MAIZ DULCE DORAO EN CREMA DEL MONTE 234 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,03","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5740","24000014584","VEGETALES MIXTOS DEL MONTE DE 234 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","7","2.598,36","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5741","24000163084","GUISANTES  DM DEL MONTE DE 425 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","3.961,94","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5742","24000163114","GUISANTES CON ZANAHORIA DEL MONTE DE 411 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","4.234,65","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5743","24000163190","VEGETALES MIXTOS DEL MONTE DE 411 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,05","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5744","241","VELAS EXPLOSIVAS POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-61","1.136,31","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5745","243","GALLETAS TAKY RELLENA S CON CREMA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,01","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5746","246","JUGO JARRITA COCTEL DE FRUTAS 1 LT.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5747","247","JUGO DE NARANJA DE 400CC","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5748","248","GALLETAS TODDY  DE 24 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","340,89","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5749","250","CARAMELOS CHAO SURTIDAS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","174,23","USD $","IVA1","UNI","Producto","codigo_duplicado","revisar_antes_de_importar"
"5750","251","CARAMELOS BIANCHI POR UNIDAD SURTIDA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5751","252","PAPEL HIGIENICO HORECA DE 16 ROLLOS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,65","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5752","25215723322","PILAS MAXELL ALCALINE C 1.5V","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,03","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5753","25215736469","PILAS MAXELL CR2016 3V","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5754","25215736476","PILAS MAXELL CR2025","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","32","757,54","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5755","25215761041","PILAS MAXELL LR44","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,01","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5756","25215961731","PILAS MAXELL AA DE 2 UNIDADES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","1.666,59","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5757","253","CARAMELOS MASTICABLES LOKIÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-11","106,06","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5758","254","HARINA PAN DE 1 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.060,56","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5759","255","BOCADILLOS DE PLATANO DE 15 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1,76","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5760","256","TOALLA SECANTE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.499,88","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5761","257","SERVILLETAS TISU DE 300 UNDS.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,04","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5762","258","CATALINA POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-2491","227,26","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5763","259","CARAMELOS FRUNA SURTIDO DE 13.75 G.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5764","260","GOMITAS TRULULU AROS DE 6 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","60,6","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5765","262","MINI PASTILLITAS 18 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5766","263","VELAS DE CUMPLEAÑOS POR UNIDAD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-244","68,18","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5767","264","NUCITA COLOMBINA 14 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5768","265","GALLETAS DE LECHE  MUUU.. 12 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5769","266","CARAMELOS MINI BUM POR UNIDAD MEGA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","Bs.","IVA1","UNI","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
