"linea_csv","codigo","descripcion","departamento","existencia","precio_1","moneda","iva","unidad","tipo_origen","conflictos","recomendacion"
"5831","3121","QUESO AMARILLO KROON GOUDA TORTA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","19.991,50","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5832","3122","SALCHICHON MILANO TIPO MILANO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","11,097","32.036,39","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5833","3123","QUESO TELITA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","7,162","6.249,71","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5834","3124","JAMON DE PIERNA FOOD","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10,552","7.355,72","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5835","3126","QUESO AMARILLO LANDANA GOUDA TORTA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","27.301,76","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5836","3127","QUESO CREMA GABY DE 10 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","608","15.082,63","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5837","3128","JAMON AHUMADO FIESTA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","138,221","10.878,28","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5838","3129","QUESO BOLA CALICANTO MOZZARELA AMA TIPO GOUDA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","11.294,93","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5839","313","QUESO RICOTTA  SUREZ","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1,9","3.977,09","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5840","3130","JAMON DE PAVO  ECONOMICO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2778,598","4.901,29","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5841","3131","MORTADELA TAPARA ECONOMICA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-3,876","10.863,13","USD $","EXENTO","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5842","3132","MINI JAMON PLANCHADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-4,22","13.635,73","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5843","3133","QUESO CREMA LA CREMOSA DE 400 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-2","3.674,07","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5844","3134","JAMON ESPALDA PRADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","83,934","7.075,43","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5845","314","MORTADELA MILLENNIUM DE 400 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","1.515,08","USD $","EXENTO","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5846","315","SALCHICHA DE POLLO AHUMADA DEL CORRAL TIPO COTEL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4,78","6.295,16","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5847","3150","MORTADELA DE POLLO PROEMBUTI DE 500 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","7,828","1.818,10","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5848","3152","MORTADELA TAPARA ITALIANA PISTACHOT  PRADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","12,875","11.446,44","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5849","3153","TAPARA PLUMROSE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","6,978","17.673,42","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5850","316","SALCHICHON TIPO MILANO GIACOMELLO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-0,668","32.036,39","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5851","3160","TOCINETA REBANDA OSCAR MAYER","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5","6.242,13","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5852","3161","QUESO DE AÑO EN VANDEJA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5","1.136,31","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5853","317","JAMON FIAMBRE  MILLENNIUM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","153,402","6.045,17","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5854","318","JAMON DE PIERNA PIROCA ESTANDAR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10,537","7.976,90","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5855","319","SALCHICHA DE POLLO CORRAL TIPO BOLOGÑA 1 KG","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,04","Bs.","IVA1","KG","Producto","","apto_con_mapeo"
"5856","320","MORTADELA DE POLLO ESPECIAL  DE 1 KILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1,048","1.969,61","USD $","EXENTO","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5857","321","JAMON DE PAVO  MILLENIUM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1,419","6.037,60","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5858","322","JAMON DE PIERNA MILLENUM KG","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","169,066","7.984,48","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5859","323","QUESO GUAYANES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5,129","6.249,71","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5860","324","JAMON AHUMADO PLUROMSE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1503,493","12.908,49","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5861","325","SALCHICHA DETALLADA DE POLLO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-10,742","3.068,04","USD $","EXENTO","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5862","326","BOLOGÑA DE PAVO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.545,24","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5863","327","BOLOGÑA DE POLLO SERVIPORK","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.545,24","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5864","328","BOLOGÑA DE POLLO ALIÑADA SERVIPORK","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.545,24","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5865","329","BOLOGÑA DE POLLO CON QUESO SERVIPORK","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.545,24","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5866","330","QUESO CUAJADA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","30,721","4.727,05","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5867","331","JAMON  SERRANO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","10,544","51.020,36","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5868","332","JAMON DE PAVO SUPERIOR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.416,46","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5869","33200194705","DESODORANTE PODWER FRSH DE73GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.659,01","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5870","333","QUESO AMARILLO LUCERO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-163,664","13.855,42","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5871","334","QUESO AMARILLO EL ZEDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","19,2","9.681,37","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5872","335","QUESO DE CHOCOLATE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0","USD $","EXENTO","KG","Producto","precio_venta_ausente_o_cero","revisar_antes_de_importar"
"5873","336","QUESO PARMESANO DUCAL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-2,25","41.066,28","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5874","337","QUESO AMARILLO MUNSTER","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","10.196,50","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5875","338","JAMON FIAMBRE ALIMEX","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.939,16","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5876","339","SALCHICHAS DE POLLO SERVIPOLLO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,02","Bs.","IVA1","KG","Producto","","apto_con_mapeo"
"5877","340","TOCINETA AHUMADA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","289,022","16.415,90","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5878","3404700","HERSHELYS SYRUP DE 1.36 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","7.302,69","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5879","341","JAMON FIAMBRE PLUMROSE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.939,16","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5880","342","JAMON DE PIERNA ECONOMICO PLUMROSE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-0,192","64.390,95","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5881","3424102","CHOCOLATE HERSHEYS WHOLE ALMONDS DE 41 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","27","1.045,41","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5882","3424607","CHOCOLATE KIT KAT DE 42 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-2","1.651,44","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5883","343","BOLOGÑA DE POLLO PLUMROSE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-0,468","4.545,24","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5884","344","QUESO SANTA BARBARA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3,871","11.128,27","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5885","345","JAMON DE ESPALDA CORDILLERA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-2,166","6.393,64","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5886","346","BOLOGÑA DE POLLO CON PIMENTO EBENEZER","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.545,24","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5887","347","QUESO AMARILLO DONA FLORA POR OKILO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","10.196,50","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5888","348","QUESO AMARILLO TACHIRA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","31,922","10.779,80","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5889","349","SALCHIPOLLO A GRANEL CORRAL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,25","Bs.","IVA1","KG","Producto","","apto_con_mapeo"
"5890","350","QUESO PALMITO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","30,817","4.727,05","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5891","351","SALCHICHAS BULK CARNE DETALLADA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,25","Bs.","IVA1","KG","Producto","","apto_con_mapeo"
"5892","352","QUESO REQUESON","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","8,964","2.196,87","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5893","353","QUESO MERIDEÑO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","231,625","7.469,35","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5894","354","BOLOGÑA CHARVENCA 1 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.545,24","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5895","355","QUESO AREPERO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-2","3.787,70","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5896","356","BOLOGÑA NORMAL DE POLLO CORRAL GRANDE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.166,47","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5897","357","BOLOGÑA NORMAL 1KG. CORRAL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-0,41","4.924,01","USD $","EXENTO","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5898","358","QUESO AMARILLO LOS FRAILES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3,341","19.665,75","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5899","359","FIAMBRE L PRADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","54,387","6.689,08","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5900","360","BOLOGÑA CON PIMENTON EL CORRAL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","23,052","4.924,01","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5901","361","MORTADELA DE POLLO PUNTA DEL MONTE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-149,924","4.916,44","USD $","EXENTO","KG","Producto","codigo_duplicado|existencia_negativa","revisar_antes_de_importar"
"5902","363","QUESO AMARILLO PALMIANDINO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","7.242,09","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5903","364","BOLOGÑA DE POLLO MILLENNIUM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5","6.552,73","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5904","365","QUESO MOZZARELA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","108,56","10.658,60","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5905","366","QUESO MOZZARELLA ECONOMICO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1,96","10.658,60","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5906","367","TOCINETA AHUMADA  MONTE ALEGRE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","16.552,26","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5907","368","JAMON FIAMBRE DE CERDO ITALVECA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-0,03","4.939,16","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5908","369","NATILLA DE LECHE LA CREMOSA DE 450 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","3.522,56","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5909","370","PAPEL HIGUIENICO ALTO DIAMETRO PRIMIUM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,34","Bs.","IVA1","GR","Producto","","apto_con_mapeo"
"5910","371","PAPEL HIGIENICO NOAM 4 X ROLLO 200 METROS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,95","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5911","372","TOALLA DE MANO NOAM 180 METROS","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5912","373","QUESO AMARILLO PACOMELA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1,273","14.438,72","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5913","374","BOLOGÑA DE CERDO PLUMROSE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","4.545,24","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5914","375","BOLOGÑA  OSCAR MAYER","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","6.136,08","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5915","376","BOLOGÑA DE POLLO CON PIMEMTON OSCAR  MAYER","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0,905","7.226,94","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5916","377","JAMON AHUMADO TIPO AREPERO DON DIEGO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2,648","6.333,04","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5917","380","NATILLA CRIOLLA 500 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,02","Bs.","EXENTO","UNI","Producto","","apto_con_mapeo"
"5918","38000138416","PAPAS PRINGLES ORIGINAL 149 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.893,81","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5919","38000138430","PAPAS PRINGLES CON SABOR A CEBOLLA DE 149 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","2.893,81","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5920","38000138577","PAPAS PRINGLES CHEDDAR CHEESE DE 149 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-18","2.893,81","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5921","38000138607","PAPAS PRINGLES SALT Y VINAGRE DE 158 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","2.765,02","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5922","38000138638","PAPAS PRINGLES PIZZA DE 158 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5","2.893,81","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5923","38000138720","PAPAS PRINGLES RANCH DE 158 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","2.893,81","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5924","38000138973","PAPAS PRINGLES CHEDDAR A SOUR CREAM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","2.893,81","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5925","38000183713","PAPAS PRINGLES BBQ DE 149 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","2.893,81","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5926","38000183737","PAPAS PRINGLES BBQ DE 40 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","1.280,24","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5927","38000280191","PRINGLES HOMESTYLE RANCH DE 158 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.636,24","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5928","38000284458","PRINGLES ADOBADA DE 158GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.636,24","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5929","38000284472","PRINGLES DE HABANERAS DE 158 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.636,24","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5930","38000845512","PAPAS PRINGLEES PEQ. DE 37 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","52","878,75","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5931","38000845529","PAPAS PRINGLES SOUR CREAM  DE 40 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","47","878,75","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5932","38000845536","PAPAS PRINGLES CHEDDAR CHEESE DE 40 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","53","878,75","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5933","38000846731","PAPAS PRINGLES ORIGINAL DE 37 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,3","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5934","38000846748","PAPAS PRINGLES  DE CREMA Y CEBOLLA DE 40 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,3","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5935","38000846755","PAPAS PRINGLES DE QUESO DE 40 GR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,3","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5936","381","MORTADELA EXTRA PLUMROSE","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","6.499,70","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5937","382","JAMON DE PIERNA ITALICO ALIMEX","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.977,09","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5938","383","JAMON DE ESPALDA MONSERRATINA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","6.393,64","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5939","384","QUESO FUNDIDO EMMANUEL","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3,79","9.741,97","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5940","385","MORTADELA DE POLLO FONTANA DE 500 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.969,61","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5941","386","JAMON DE ESPALDA GIACOMELLO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","0,42","Bs.","IVA1","UNI","Producto","","apto_con_mapeo"
"5942","387","JAMON PLANCHADO EN ENVASE DE 1.3 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","18.453,69","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5943","388","QUESO TORONDOY BOLA  DE 1 KG.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","53,03","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5944","389","QUESO FUNDIDO TORONDOY DE 250 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","5.416,42","USD $","EXENTO","UNI","Producto","","apto_con_mapeo"
"5945","390","JAMON TIPO TENDER PLUMROSE BOLA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","20,58","17.158,29","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5946","391","LEVADURA INSTANTANEA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","86","3.568,02","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5947","392","LEVADURA EN PASTA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","894,114","3.401,36","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5948","393","QUESO AMARILLO BRIGACH L PRADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","289,684","26.120,00","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5949","394","JAMON AHUMADO TIPO TENDER OSCAR MAYER DECORADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-5,06","15.150,81","USD $","IVA1","KG","Producto","existencia_negativa","revisar_antes_de_importar"
"5950","395","QUESO PECORINO TOSCANO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2,072","41.066,28","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5951","396","MORTADELA TAPARA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","8,896","10.863,13","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5952","397","QUESO TIPO PAISA PARDITO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","9,02","8.787,47","USD $","EXENTO","KG","Producto","","apto_con_mapeo"
"5953","398","JAMON DE PIERNA MOVILLA","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.977,09","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5954","39800011329","PILAS ENERGIZER AA4","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.166,52","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5955","39800011367","PILAS ENERGIZER C2 MAX","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","5","3.318,03","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5956","39800011398","PILAS ENERGIZER D2 MAX","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","2","5.264,91","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5957","39800013613","POLAS ENERGIZER 9V1 MAX","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.265,05","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5958","39800014009","PILAS ENERGIZER AAA DOS UNIDADES","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","8","2.643,82","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5959","39800015464","PILAS ENERGIZER AA2","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","4","1.916,58","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5960","39800040008","PILAS EVERADY AA4 SUPER","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-2","1.333,27","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5961","39800059154","PILAS EVEREADY C2 SUPER","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","3","1.356,00","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5962","39800059352","PILAS EVEREADY DE D2 SUPER","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-3","2.219,59","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5963","39800064707","PILAS ENERGIZER DOBLE A.A","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","-1","1.977,18","USD $","IVA1","UNI","Producto","existencia_negativa","revisar_antes_de_importar"
"5964","39800064738","PILAS ENERGIZER TRIPLE A,A,A","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","1.977,18","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5965","39800088611","PILAS ENERGIZER 2016","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","1","1.681,74","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5966","39800088635","PILAS ENERGIZER 2032 LITHIUM","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.681,74","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5967","39800099099","PILASENERGIZER AAA4","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","2.704,42","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5968","39800110091","PILAS ENERGIZER A23 PAR","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","31","1.681,74","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5969","399","JAMON DE PAVO EL PRADO","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","42,708","8.734,44","USD $","IVA1","KG","Producto","","apto_con_mapeo"
"5970","400","GALLETAS DE SODA PREMIUM 6 UNI  DE 156 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","886,32","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5971","40000002376","MINI M/M 30 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","1.552,96","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
"5972","40000015024","MINI SNICKERS DE 124 GR.","50001-DETAL DE SUPERMERCADO Y AUTOMERCADO","0","3.810,43","USD $","IVA1","UNI","Producto","","apto_con_mapeo"
